id,fresh,rotten,% Positive,year,rating,genre,director,theater_date,dvd_date,box_office,runtime,studio
446,1,0,100.0,2007,NR,Action and Adventure,William Beaudine,1941,2005,,69 minutes,
447,7,5,58.33,2007,R,Drama,Jack Nicholson,1971,2012,,95 minutes,
448,2,2,50.0,2007,NR,Action and Adventure|Classics|Comedy|Drama,Ralph Nelson,1964,2013,,116 minutes,
450,3,18,14.29,2007,PG,Comedy|Drama|Science Fiction and Fantasy|Romance,Stewart Raffill,,,,98 minutes,
451,9,7,56.25,2007,R,Drama|Mystery and Suspense,David Mamet,1994,2003,,89 minutes,
453,21,42,33.33,2007,PG,Action and Adventure|Kids and Family|Science Fiction and Fantasy,John Schultz,2009,2009,"24,967,943",86 minutes,20th Century Fox
456,26,57,31.33,2007,R,Action and Adventure|Horror,Christophe Gans,2006,2006,"46,982,632",125 minutes,Sony Pictures
457,2,1,66.67,2007,R,Drama|Horror|Mystery and Suspense,Ken Wiederhorn,1981,2007,,85 minutes,
458,179,14,92.75,2007,PG-13,Comedy|Romance,Woody Allen,2011,2011,"55,400,000",94 minutes,Sony Pictures Classics
460,18,0,100.0,2007,R,Comedy|Drama,Martha Coolidge,1991,1999,,115 minutes,
462,4,50,7.41,2007,R,Horror,Danny Cannon,1998,2001,,100 minutes,
465,2,8,20.0,2007,PG,Drama,Rowdy Herrington,2004,2004,"2,536,460",128 minutes,Film Foundry Releasing
466,23,2,92.0,2007,R,Mystery and Suspense|Romance,Clint Eastwood,1971,2001,,102 minutes,
468,37,57,39.36,2007,PG-13,Comedy|Drama,Brian Robbins,2001,2002,"39,697,363",115 minutes,Paramount Pictures
470,1,4,20.0,2007,PG-13,Action and Adventure,,1986,2001,,117 minutes,
471,9,21,30.0,2007,R,Comedy|Drama|Mystery and Suspense,,1998,2001,,115 minutes,
473,14,6,70.0,2007,NR,Art House and International|Drama|Romance,Jean-Jacques Beineix,1986,2004,,121 minutes,
475,5,0,100.0,2007,NR,Action and Adventure|Western|Romance,Jacques Tourneur,1946,1998,,91 minutes,
476,1,0,100.0,2007,R,Art House and International|Drama,,,,,110 minutes,
477,63,1,98.44,2007,R,Art House and International|Documentary|Drama|Special Interest,,2003,2004,"140,901",133 minutes,
478,2,3,40.0,2007,R,Art House and International|Cult Movies|Drama,Tinto Brass,1976,2006,,110 minutes,
479,24,9,72.73,2007,R,Comedy|Drama,Jeremy Podeswa,2000,2001,,105 minutes,
482,33,58,36.26,2007,PG,Action and Adventure|Animation|Comedy|Science Fiction and Fantasy,Simon Wells,2011,2011,"21,379,315",88 minutes,Walt Disney Pictures
483,33,0,100.0,2007,NR,Art House and International|Drama,Jayro Bustamante,2016,2017,"292,923",91 minutes,
486,47,26,64.38,2007,NR,Comedy|Drama,Nanni Moretti,2012,2012,"480,926",104 minutes,IFC Films
487,34,14,70.83,2007,PG,Drama,Steven Spielberg,1987,2001,,153 minutes,
488,78,80,49.37,2007,PG,Animation|Comedy|Kids and Family,,2007,2008,"126,597,121",90 minutes,Paramount Pictures
489,6,12,33.33,2007,R,Comedy,Tony Bill,1990,2004,,91 minutes,
490,3,3,50.0,2007,NR,Action and Adventure|Art House and International,Rohit Shetty,,,"1,231,550",145 minutes,Eros Entertainment
491,3,65,4.41,2007,PG,Comedy|Kids and Family,Adam Shankman,2005,2006,"82,468,131",93 minutes,20th Century Fox
493,1,3,25.0,2007,R,Drama|Horror|Mystery and Suspense,Larry Cohen,1984,2004,,103 minutes,
494,41,3,93.18,2007,G,Animation|Drama|Kids and Family|Science Fiction and Fantasy,Hayao Miyazaki,1988,2006,,87 minutes,
497,17,6,73.91,2007,PG-13,Comedy|Drama|Romance,Martin Ritt,1985,2000,,108 minutes,
500,6,10,37.5,2007,NR,Art House and International|Drama|Mystery and Suspense,Monica Stambrini|Monica Lisa Stambrini,2002,2003,,88 minutes,
502,6,1,85.71,2007,NR,Horror,Lawrence Gough,2009,2010,,76 minutes,Revolver Entertainment
503,5,4,55.56,2007,R,Art House and International|Classics|Drama|Horror|Science Fiction and Fantasy,Peter Sasdy,1970,2004,,95 minutes,
504,14,7,66.67,2007,PG,Comedy,Jared Hess,2004,2004,"44,478,018",86 minutes,Fox Searchlight Pictures
505,84,25,77.06,2007,R,Comedy,Jordan Vogt-Roberts,2013,2013,"1,300,000",95 minutes,CBS Films
507,19,5,79.17,2006,R,Art House and International|Drama|Musical and Performing Arts,Arne Glimcher|Arnold Glimcher,1992,2005,,85 minutes,
508,25,17,59.52,2006,R,Drama|Horror|Mystery and Suspense,Robert Rodriguez,1996,1998,,107 minutes,
515,1,0,100.0,2006,NR,Action and Adventure|Western,Lesley Selander,,,,89 minutes,
517,0,1,0.0,2011,PG,Horror,Vernon Sewell,,,,87 minutes,
518,14,32,30.43,2007,R,Comedy|Romance,Christian Ditter,2015,2015,,102 minutes,Film Arcade
523,0,3,0.0,2010,R,Horror,Stephen Carpenter|Jeffrey Obrow,1982,2005,,85 minutes,
524,35,2,94.59,2010,NR,Drama,Ingmar Bergman,1957,2002,,90 minutes,
526,27,7,79.41,2010,G,Classics|Comedy|Drama|Kids and Family|Musical and Performing Arts,Norman Jewison,1971,1998,,179 minutes,
527,1,1,50.0,2010,NR,Action and Adventure|Documentary|Television,Jackie Chan|Xavier Lee,,,,90 minutes,
528,139,16,89.68,2010,R,Comedy|Drama,Tamara Jenkins,2007,2008,"6,426,953",114 minutes,Fox Searchlight Pictures
531,8,4,66.67,2010,PG,Action and Adventure|Drama|Mystery and Suspense|Television|Western,Tab Murphy,1995,2002,,117 minutes,
533,1,0,100.0,2010,PG-13,Classics|Comedy,David Swift,1964,2009,,130 minutes,
535,1,0,100.0,2010,NR,Comedy,Gerald Thomas,,,,85 minutes,
537,5,5,50.0,2010,R,Action and Adventure|Drama|Mystery and Suspense|Romance,Richard Lester,1979,2002,,121 minutes,
539,38,10,79.17,2010,R,Art House and International|Comedy|Drama|Romance,Jenniphr Goodman,2000,2001,"2,586,310",87 minutes,
541,5,1,83.33,2010,NR,Drama|Romance,Ken Loach,1998,1999,,127 minutes,
542,80,30,72.73,2010,R,Action and Adventure|Mystery and Suspense,John Dahl,2001,2002,"21,254,983",96 minutes,20th Century Fox
544,1,1,50.0,2010,NR,Classics|Drama|Mystery and Suspense,Phil Karlson,1945,2004,,64 minutes,
545,8,3,72.73,2010,R,Classics|Comedy|Drama|Television,Robert Aldrich,1968,2005,,138 minutes,
547,15,5,75.0,2010,PG-13,Classics|Comedy|Romance,Billy Wilder,1964,2003,,126 minutes,
551,0,1,0.0,2010,NR,Comedy|Science Fiction and Fantasy,Peter Ustinov,,,,111 minutes,
552,8,7,53.33,2010,R,Comedy|Drama,Evan Dunsky,1997,1999,,91 minutes,
554,16,108,12.9,2010,PG-13,Action and Adventure|Drama|Horror|Western,Jimmy Hayward,2010,2010,"10,500,000",84 minutes,Warner Bros. Pictures
555,4,13,23.53,2010,PG-13,Comedy|Drama,Lesli Linka Glatter,1995,1999,,96 minutes,
556,17,5,77.27,2010,R,Drama,Louis Malle,,,,111 minutes,
559,2,12,14.29,2010,PG,Comedy|Kids and Family,Neal Israel,1993,2002,,87 minutes,
561,1,4,20.0,2010,PG-13,Action and Adventure|Art House and International|Drama|Kids and Family|Mystery and Suspense,John Leekley,2000,2000,,109 minutes,
563,14,112,11.11,2018,PG-13,Comedy|Drama|Romance,Clare Kilner,2005,2005,"32,000,000",89 minutes,Universal Pictures
564,121,14,89.63,2017,PG,Action and Adventure|Animation|Comedy,,2008,2009,"114,053,579",96 minutes,Walt Disney Pictures
565,6,0,100.0,2016,R,Art House and International|Documentary|Special Interest,Nick Broomfield,1993,2004,,90 minutes,
566,11,2,84.62,2014,G,Art House and International|Drama|Romance,Gillian Armstrong,1979,2005,,101 minutes,Westchester Films
567,21,56,27.27,2014,PG-13,Comedy,Trish Sie,2017,2018,"104,880,310",,
571,2,1,66.67,2006,R,Action and Adventure|Art House and International,Shigehiro Ozawa,1974,2002,,92 minutes,
572,8,73,9.88,2006,PG-13,Action and Adventure|Comedy|Drama,Dennis Dugan,2003,2003,"35,764,982",91 minutes,Sony Pictures
573,43,24,64.18,2005,PG-13,Comedy|Drama,,2005,2005,"17,364,602",118 minutes,Fox Searchlight Pictures
576,2,2,50.0,2004,NR,Action and Adventure|Art House and International,,,,,90 minutes,
578,23,3,88.46,2003,PG,Comedy|Drama,Woody Allen,1987,2001,,96 minutes,
579,91,24,79.13,2003,PG-13,Mystery and Suspense,John Curran,2018,2018,,101 minutes,
580,2,1,66.67,2003,NR,Classics|Western|Romance,,1944,2005,,79 minutes,
581,52,13,80.0,2003,PG-13,Comedy|Drama|Science Fiction and Fantasy,Gary Ross,1998,1999,,125 minutes,New Line Cinema
582,137,20,87.26,2003,R,Drama|Mystery and Suspense,Anton Corbijn,2014,2014,"14,037,964",121 minutes,Lionsgate/Roadside Attractions
583,6,7,46.15,2001,R,Drama|Romance,David Lean,1970,2006,,174 minutes,
586,2,0,100.0,2000,NR,Documentary|Special Interest,,,,,90 minutes,
588,0,1,0.0,2000,R,Action and Adventure|Drama,Steve Carver,1976,2014,,100 minutes,
589,6,2,75.0,2000,NR,Animation|Anime and Manga|Art House and International|Horror|Science Fiction and Fantasy,Toyoo Ashida|Carl Macek,,,,80 minutes,
590,54,71,43.2,2000,PG-13,Drama|Romance,Justin Chadwick,2008,2008,"26,800,000",115 minutes,Sony Pictures/Columbia
594,57,2,96.61,2000,PG,Action and Adventure|Comedy|Science Fiction and Fantasy,Ivan Reitman,1984,1999,,105 minutes,Columbia Pictures
595,13,12,52.0,2000,R,Comedy|Drama,Forest Whitaker,1995,2001,,123 minutes,
596,57,36,61.29,2000,G,Documentary|Special Interest,Adam Ravetch|Sarah Robertson,2007,2017,"598,103",86 minutes,Paramount Vantage
597,22,6,78.57,2000,PG,Comedy|Drama|Romance,Lawrence Kasdan,1988,2004,,121 minutes,
598,1,0,100.0,2011,NR,Classics|Drama|Mystery and Suspense,Vincent Sherman,1947,2009,,111 minutes,
599,9,1,90.0,2005,R,Drama|Mystery and Suspense|Romance,,,,,104 minutes,
601,5,34,12.82,2004,PG,Action and Adventure|Science Fiction and Fantasy,,1987,2001,,91 minutes,
602,2,0,100.0,2004,R,Drama,Richard Loncraine,,,,112 minutes,
603,5,12,29.41,2004,R,Drama,John Singleton,1993,2001,,104 minutes,
605,18,24,42.86,2003,PG-13,Comedy|Special Interest,Peter Segal,1995,1999,,95 minutes,
608,3,26,10.34,2014,R,Comedy|Drama,Phil Alden Robinson,2014,2014,,87 minutes,
609,2,3,40.0,2012,NR,Classics|Drama|Mystery and Suspense,Anatole Litvak,1967,2007,,144 minutes,
610,32,121,20.92,2010,PG-13,Action and Adventure|Mystery and Suspense|Romance,Florian Henckel von Donnersmarck,2010,2011,"67,631,157",103 minutes,Columbia Pictures
611,166,24,87.37,2009,R,Drama|Mystery and Suspense,Clint Eastwood,2003,2004,"88,800,000",137 minutes,WB
612,6,24,20.0,2007,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Joseph Ruben,1995,2001,,110 minutes,
613,1,0,100.0,2005,NR,Classics|Musical and Performing Arts,John Berry,,,,94 minutes,
617,4,0,100.0,2003,NR,Action and Adventure|Drama|Western,William Wyler,1940,1998,,100 minutes,
618,1,0,100.0,2003,PG,Drama,,,,,110 minutes,
626,16,66,19.51,2003,R,Horror|Mystery and Suspense|Science Fiction and Fantasy,James Isaac,2002,2004,"12,610,731",91 minutes,New Line Cinema
627,36,9,80.0,2003,R,Animation|Documentary|Drama,Brett Morgen,2008,2008,,100 minutes,
633,10,3,76.92,2003,NR,Drama,Tze Chun,2010,2010,,86 minutes,Independent Films
636,1,0,100.0,2003,NR,Special Interest,Andreas Morell,,,,,
638,30,20,60.0,2003,R,Comedy|Drama|Mystery and Suspense,John Herzfeld,1996,2001,,107 minutes,
639,3,13,18.75,2003,R,Drama|Mystery and Suspense|Science Fiction and Fantasy,Abel Ferrara,1999,1999,,93 minutes,
640,7,0,100.0,2003,NR,Classics|Drama|Mystery and Suspense,Douglas Sirk,1949,2009,,79 minutes,
641,0,1,0.0,2003,NR,Drama,,,,,104 minutes,
642,2,0,100.0,2003,NR,Classics|Drama|Romance,John Cromwell,,,,102 minutes,
644,0,3,0.0,2003,R,Drama|Mystery and Suspense,,,,,101 minutes,
646,94,26,78.33,2003,PG-13,Comedy|Drama|Mystery and Suspense,,2014,2014,"2,664,765",108 minutes,Warner Bros.
648,32,0,100.0,2003,R,Action and Adventure|Classics|Western,Howard Hawks,1959,2001,,142 minutes,
651,28,1,96.55,2003,R,Drama|Mystery and Suspense,Sam Peckinpah,1971,2001,,118 minutes,
654,29,10,74.36,2003,PG-13,Comedy|Drama,Howard Deutch,1986,2002,,96 minutes,
655,51,3,94.44,2003,R,Comedy|Drama,Robert Altman,1993,2004,,184 minutes,
656,6,17,26.09,2003,G,Kids and Family,Steve Gomer,1998,1998,,75 minutes,
658,23,8,74.19,2003,R,Comedy,George Huang,1995,1998,,93 minutes,
661,86,27,76.11,2003,PG,Comedy|Romance,Joel Zwick,2002,2003,"241,250,669",95 minutes,IFC Films
663,4,29,12.12,2003,PG,Comedy|Science Fiction and Fantasy,Les Mayfield,1992,2001,,88 minutes,
667,61,75,44.85,2003,PG,Animation|Kids and Family,Clay Kaytis|Fergal Reilly,2016,2016,"107,506,776",95 minutes,Sony Pictures
669,47,4,92.16,2003,PG,Action and Adventure|Science Fiction and Fantasy,Terry Gilliam,,,,127 minutes,
671,2,10,16.67,2003,PG,Comedy|Kids and Family,,1996,2002,,104 minutes,
672,22,42,34.38,2003,PG-13,Drama|Horror,Bill Duke,2009,2009,"10,572,742",100 minutes,Screen Gems/SONY PICTURES
673,21,38,35.59,2003,PG,Drama,Mike Tollin|Michael Tollin,2003,2004,"52,277,485",109 minutes,Sony Pictures Entertainment
674,115,32,78.23,2003,R,Comedy|Mystery and Suspense,William Friedkin,2012,2012,"1,800,000",102 minutes,Independent Pictures
678,0,1,0.0,2003,NR,Drama|Romance,David Miller,,,,107 minutes,
680,0,3,0.0,2003,NR,Drama,Pierre Chenal,,,,91 minutes,
683,11,4,73.33,2003,R,Action and Adventure|Drama|Mystery and Suspense,Fred Schepisi,1990,2001,,122 minutes,
684,3,18,14.29,2003,PG,Action and Adventure|Science Fiction and Fantasy,Gary Goddard,1987,2001,,109 minutes,
685,65,35,65.0,2003,R,Comedy|Romance,Philip Seymour Hoffman,2010,2011,"300,000",91 minutes,Fox Searchlight
686,5,82,5.75,2003,PG-13,Horror|Mystery and Suspense|Science Fiction and Fantasy,Stuart Beattie,2014,2014,"15,687,400",92 minutes,Lionsgate Films
687,15,4,78.95,2008,R,Horror|Mystery and Suspense,Peter Medak,1980,2001,,114 minutes,
688,7,12,36.84,2004,R,Horror|Mystery and Suspense,Don Taylor,1978,2001,,110 minutes,
689,149,52,74.13,2004,R,Drama|Mystery and Suspense,Paul Thomas Anderson,2015,2015,"6,100,613",148 minutes,Warner Bros. Pictures
691,26,2,92.86,2003,NR,Art House and International|Drama,Jean-Luc Godard,1962,1998,,85 minutes,
692,10,10,50.0,2003,PG,Action and Adventure|Kids and Family|Science Fiction and Fantasy|Western,,1995,2008,,98 minutes,
693,25,8,75.76,2003,PG,Comedy,Leonard Nimoy,1987,2002,,102 minutes,
694,2,4,33.33,2004,R,Drama|Mystery and Suspense,Yves Simoneau,1993,2001,,95 minutes,
695,2,1,66.67,2004,NR,Action and Adventure|Classics|Comedy|Drama,Lloyd Bacon,1940,2008,,91 minutes,
696,15,2,88.24,2002,R,Action and Adventure|Drama,Clint Eastwood,1986,2002,,130 minutes,
697,11,1,91.67,2002,NR,Art House and International|Drama,Bela Tarr,1988,2006,,116 minutes,
700,11,5,68.75,2002,R,Action and Adventure|Drama|Western,Maggie Greenwald,1993,2003,,120 minutes,
704,14,76,15.56,2002,R,Comedy,Keenen Ivory Wayans,2001,2001,,82 minutes,
708,0,1,0.0,2009,NR,Drama|Mystery and Suspense,John Farrow,,,,94 minutes,
709,7,8,46.67,2005,R,Comedy|Drama|Musical and Performing Arts,Martha Coolidge,1994,2005,,105 minutes,
712,30,3,90.91,2018,PG,Art House and International|Classics|Comedy|Drama|Musical and Performing Arts|Science Fiction and Fantasy|Romance,Marcel Camus,1959,1999,,120 minutes,
713,8,17,32.0,2009,R,Comedy,Alethea Jones,2017,2017,,89 minutes,
714,45,65,40.91,2002,R,Comedy,Seth MacFarlane,2015,2015,"63,883,740",120 minutes,Universal Pictures
715,25,82,23.36,2000,R,Drama|Mystery and Suspense,Gary Fleder,2001,2002,"54,218,420",110 minutes,20th Century Fox
716,7,3,70.0,2007,NR,Art House and International|Comedy,,1983,2003,,116 minutes,
718,3,5,37.5,2005,R,Art House and International|Horror,,1987,2000,,90 minutes,
721,31,11,73.81,2002,R,Drama|Mystery and Suspense,Neil Jordan,1996,1997,,117 minutes,
722,6,0,100.0,2000,NR,Action and Adventure|Art House and International|Comedy|Mystery and Suspense|Science Fiction and Fantasy,Elio Petri,1965,2001,,92 minutes,
723,22,19,53.66,2000,R,Drama|Musical and Performing Arts,Todd Haynes,1998,1999,,119 minutes,
724,1,0,100.0,2000,NR,Art House and International|Drama|Sports and Fitness,,,,,,
729,4,14,22.22,2018,PG,Kids and Family|Science Fiction and Fantasy,Jeannot Szwarc,1985,2005,,108 minutes,
731,9,12,42.86,2018,R,Documentary|Musical and Performing Arts,Jim Jarmusch,1997,1998,,106 minutes,
732,0,1,0.0,2017,NR,Western,James Hogan,1938,1995,,92 minutes,
735,4,2,66.67,2017,PG,Action and Adventure|Drama,Simon Wincer,,,,116 minutes,
736,22,3,88.0,2017,R,Drama|Mystery and Suspense,Mike Figgis,1990,1999,,114 minutes,
737,1,0,100.0,2017,NR,Drama,Guy Hamilton,,,,84 minutes,
740,67,72,48.2,2016,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Joe Johnston,2001,2001,,92 minutes,Universal Pictures
742,11,13,45.83,2016,R,Art House and International|Comedy|Drama|Romance,Richard Spence,1997,2001,,92 minutes,
744,1,5,16.67,2015,PG-13,Comedy|Romance,John Burgess,2015,2015,,100 minutes,Freestyle Releasing
745,4,2,66.67,2015,PG,Comedy|Cult Movies|Mystery and Suspense|Science Fiction and Fantasy,Michael Laughlin,1983,2001,,94 minutes,
748,1,1,50.0,2014,NR,Art House and International|Comedy|Drama,Otar Iosseliani,1999,2006,,117 minutes,
753,0,1,0.0,2014,PG,Horror|Science Fiction and Fantasy,Freddie Francis,1967,2000,,86 minutes,
754,72,0,100.0,2014,NR,Documentary,Amy Berg,2006,2007,,101 minutes,Lionsgate Films
755,13,106,10.92,2014,PG-13,Action and Adventure|Science Fiction and Fantasy,Richard Donner,2003,2004,"19,375,474",116 minutes,Paramount Pictures
756,114,47,70.81,2014,R,Drama,Brad Furman,2016,2016,"15,425,870",127 minutes,Broad Green Pictures
757,17,9,65.38,2014,R,Action and Adventure|Drama|Mystery and Suspense,Dominic Sena,1993,1997,,125 minutes,
758,0,4,0.0,2014,NR,Horror|Musical and Performing Arts|Science Fiction and Fantasy,Del Tenney,,,,71 minutes,20th Century Fox Film Corporat
760,83,43,65.87,2014,R,Comedy,Nicholas Stoller,2016,2016,,92 minutes,Universal Pictures
762,1,1,50.0,2014,R,Art House and International|Drama,Kim Ki-duk,2001,2006,,118 minutes,
763,5,3,62.5,2014,NR,Classics|Drama|Mystery and Suspense,Henry King,1937,2005,,110 minutes,
766,3,2,60.0,2014,G,Action and Adventure|Animation|Comedy|Kids and Family|Science Fiction and Fantasy,Arna Selznick,1985,2002,,76 minutes,
769,174,14,92.55,2014,R,Drama,Paul Schrader,2018,2018,,108 minutes,
770,0,1,0.0,2014,NR,Classics|Comedy|Drama|Musical and Performing Arts,Henry Koster,1966,2011,,98 minutes,
771,1,34,2.86,2014,PG-13,Comedy,Jason Friedberg|Aaron Seltzer,2008,2008,"38,200,000",84 minutes,20th Century Fox
772,1,2,33.33,2014,NR,Art House and International|Comedy|Drama|Romance,Vladimir Menshov,1980,2001,,145 minutes,
773,29,9,76.32,2014,R,Art House and International|Comedy|Drama,Vincent Gallo,1998,2000,"2,365,931",110 minutes,
774,2,0,100.0,2014,NR,Action and Adventure,Richard Thorpe,,,,80 minutes,
776,16,8,66.67,2014,PG,Comedy|Drama,Woody Allen,1980,2000,,88 minutes,
778,20,3,86.96,2014,R,Comedy|Drama|Sports and Fitness,Ted Kotcheff,1979,2001,,119 minutes,
779,59,27,68.6,2013,R,Art House and International|Comedy|Drama,Goran Dukic,2007,2008,"231,512",91 minutes,Lionsgate Films/After Dark Films
781,15,3,83.33,2013,PG-13,Art House and International|Classics|Drama|Romance,Yoji Yamada,2007,2008,,121 minutes,The Bigger Picture
782,308,30,91.12,2013,R,Comedy|Drama,Martin McDonagh,2017,2018,"52,000,189",115 minutes,Fox Searchlight Pictures
783,70,100,41.18,2013,R,Action and Adventure|Mystery and Suspense,Sylvester Stallone,2010,2010,"102,981,571",103 minutes,Lionsgate Films
784,15,14,51.72,2013,PG-13,Classics|Comedy|Drama,Lewis Milestone,1960,2008,,128 minutes,
788,84,19,81.55,2013,R,Drama,Michael Showalter,2016,2016,"14,443,077",95 minutes,
789,0,1,0.0,2013,NR,Drama,Tom Collins,,,,87 minutes,
791,83,21,79.81,2013,R,Art House and International|Comedy|Drama|Mystery and Suspense,,2009,2010,"4,900,000",128 minutes,Sony Pictures Classics
792,1,0,100.0,2013,NR,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,,,,,96 minutes,
793,3,3,50.0,2013,PG-13,Drama|Romance,Jack Fisk,,,,85 minutes,
794,7,12,36.84,2013,R,Drama|Mystery and Suspense,Bruce Robinson,1992,2000,,125 minutes,
797,22,4,84.62,2013,PG,Drama,Charles Burnett,1990,1991,,102 minutes,
802,0,7,0.0,2013,R,Comedy|Science Fiction and Fantasy,,1990,2004,,95 minutes,
804,10,105,8.7,2013,R,Drama,Barry Levinson,2015,2016,"1,940,202",100 minutes,Open Road Films
805,1,0,100.0,2013,PG,Action and Adventure|Drama,,,,,98 minutes,
806,17,7,70.83,2013,R,Comedy|Drama,Danny Leiner,2006,2006,"39,712",88 minutes,First Independent Pictures
807,36,11,76.6,2013,R,Action and Adventure|Drama|Mystery and Suspense,Wolfgang Petersen,1997,1998,,124 minutes,
808,2,12,14.29,2013,R,Comedy,Michael Moore,1995,2001,,95 minutes,
809,62,3,95.38,2013,PG,Classics|Drama|Mystery and Suspense|Romance,Alfred Hitchcock,1958,1998,,128 minutes,
810,2,0,100.0,2013,NR,Comedy|Drama|Romance,Jae-young Kwak,2001,2013,,123 minutes,
814,31,81,27.68,2013,PG-13,Comedy|Romance,Stephen Herek,2002,2002,"14,400,987",103 minutes,20th Century Fox
815,118,57,67.43,2013,R,Drama,Sam Mendes,2008,2009,"22,877,808",119 minutes,Paramount Vantage
816,3,13,18.75,2013,PG,Action and Adventure|Animation|Comedy|Kids and Family,Anthony Bell|Ben Gluck|Benjamin Gluck,2010,2011,"25,077,977",88 minutes,Lionsgate Films
817,15,0,100.0,2013,G,Classics|Comedy|Romance,Walter Lang,1957,2004,,104 minutes,
818,7,20,25.93,2013,PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy,Stuart Gillard|Corey Feldman|Tim Kelleher,1993,2002,,96 minutes,
821,0,1,0.0,2013,NR,Art House and International|Comedy|Drama,Mai Zetterling,,,,113 minutes,
823,53,4,92.98,2013,R,Art House and International|Drama|Romance,Marco Tullio Giordana,2003,2006,,358 minutes,Miramax Films
824,1,1,50.0,2013,PG,Comedy|Musical and Performing Arts|Science Fiction and Fantasy,Lucas Reiner,1990,2003,,82 minutes,
826,14,3,82.35,2013,NR,Classics|Drama|Mystery and Suspense,Stanley Kubrick,1955,2001,,67 minutes,
827,29,3,90.62,2013,R,Comedy|Drama|Romance,Jonathan Demme,1988,2000,,102 minutes,
828,2,2,50.0,2013,NR,Action and Adventure|Classics|Drama,,1960,2006,,91 minutes,
829,1,0,100.0,2013,NR,Art House and International|Horror|Mystery and Suspense,Antonio Margheriti,1973,2005,,95 minutes,Blue Underground
830,27,1,96.43,2013,R,Art House and International|Comedy|Drama|Romance|Gay and Lesbian,Ang Lee,1993,2004,,111 minutes,
831,8,2,80.0,2013,NR,Comedy,Pavan Moondi,,,,98 minutes,Factory 25
832,2,0,100.0,2013,NR,Art House and International,Alexander Medvedkin,,,,69 minutes,
833,26,63,29.21,2013,PG-13,Action and Adventure|Comedy|Drama,Kyle Newman,2008,2009,"700,000",90 minutes,
834,10,2,83.33,2013,R,Art House and International|Comedy|Drama,Michael Winterbottom,1996,2002,,85 minutes,
837,3,5,37.5,2013,PG,Art House and International|Drama,,,,,95 minutes,
839,13,9,59.09,2013,PG,Drama|Romance,Arthur Hiller,1970,2001,,100 minutes,Paramount Pictures
840,20,0,100.0,2013,NR,Classics|Drama|Mystery and Suspense,Mervyn Le Roy,1932,2005,,90 minutes,
841,159,56,73.95,2013,PG-13,Action and Adventure|Science Fiction and Fantasy,Steven Spielberg,2005,2005,"234,141,872",117 minutes,Paramount Pictures
845,102,16,86.44,2013,R,Drama|Mystery and Suspense,Werner Herzog,2009,2010,"1,616,556",121 minutes,First Look Pictures
846,43,13,76.79,2013,PG-13,Drama,Tim Disney,2009,2009,"465,786",113 minutes,Samuel Goldwyn Films
847,17,0,100.0,2013,NR,Classics|Drama|Mystery and Suspense,Alfred Hitchcock,1938,2002,,80 minutes,
848,20,117,14.6,2013,R,Drama|Horror|Mystery and Suspense,Peter Webber,2007,2007,"27,503,677",121 minutes,MGM
850,64,77,45.39,2013,R,Drama,Ang Lee,2016,2017,"1,736,708",110 minutes,Sony Pictures
852,10,2,83.33,2013,PG-13,Documentary|Musical and Performing Arts,Prince,1987,2003,,85 minutes,
853,9,13,40.91,2013,R,Drama,Austin Chick,2008,2008,,88 minutes,
855,37,6,86.05,2013,PG,Action and Adventure|Science Fiction and Fantasy,Richard Lester|Richard Donner,1981,2001,,127 minutes,
856,0,1,0.0,2013,R,Art House and International|Documentary|Special Interest,Wiktor Grodecki,1996,2000,,103 minutes,
858,12,18,40.0,2013,R,Drama,Jed Weintrob,2003,2004,"25,658",93 minutes,Indican Pictures
859,5,9,35.71,2013,PG,Comedy|Kids and Family,,1988,2002,,91 minutes,
860,3,5,37.5,2013,R,Drama|Mystery and Suspense,Nicolas Roeg,1995,1996,,103 minutes,
861,16,8,66.67,2013,R,Drama|Mystery and Suspense|Romance,Steve Kloves,1993,2002,,126 minutes,
862,28,113,19.86,2013,PG-13,Comedy,Anthony Russo|Joe Russo,2006,2006,"75,604,320",109 minutes,Universal Pictures
864,20,32,38.46,2013,PG-13,Drama|Mystery and Suspense,,2009,2010,"15,988,876",88 minutes,
867,6,1,85.71,2013,NR,Comedy|Romance,Vittorio De Sica,1963,2004,,119 minutes,
870,11,3,78.57,2013,PG,Drama|Musical and Performing Arts|Romance,Barbra Streisand,1983,2009,,134 minutes,
872,1,20,4.76,2013,PG,Comedy|Kids and Family,Paul Flaherty,1994,2004,,89 minutes,
873,28,37,43.08,2013,R,Comedy,Robert Pulcini|Shari Springer Berman,2010,2010,"453,079",108 minutes,Magnolia Pictures
874,3,8,27.27,2013,R,Action and Adventure|Comedy|Mystery and Suspense,Amos Poe,1999,1999,,115 minutes,
876,15,19,44.12,2013,PG,Drama,Sean McNamara,2018,2018,,90 minutes,LD Entertainment
879,0,1,0.0,2013,R,Comedy|Drama,Barra Grant,2007,2007,,97 minutes,
880,1,0,100.0,2013,NR,Western,Joseph Kane,,,,60 minutes,
883,56,87,39.16,2013,PG-13,Comedy,Jay Roach,2004,2005,"279,167,575",118 minutes,Universal Pictures
