id,fresh,rotten,% Positive,year,rating,genre,director,theater_date,dvd_date,box_office,runtime,studio
1977,2,2,50.0,2012,NR,Classics|Comedy|Musical and Performing Arts,Norman Taurog,1966,2004,,90 minutes,
1978,13,5,72.22,2012,R,Art House and International|Drama,,1998,1999,,102 minutes,
1979,2,0,100.0,2012,G,Classics|Drama|Mystery and Suspense,Michael Curtiz,,,,103 minutes,
1980,139,31,81.76,2012,PG-13,Action and Adventure|Science Fiction and Fantasy,Joss Whedon,2005,2005,"25,335,935",119 minutes,Universal Pictures
1981,3,1,75.0,2012,NR,Comedy|Drama,Gauri Shinde,2012,2012,"1,416,189",129 minutes,Eros Entertainment
1986,87,2,97.75,2008,PG,Art House and International|Comedy|Drama,,2002,2003,"794,306",97 minutes,
1987,7,4,63.64,2008,PG-13,Comedy,Phil Alden Robinson,,,,98 minutes,
1991,0,3,0.0,2006,R,Action and Adventure|Drama,Rick Rubin,,,,92 minutes,
1992,48,5,90.57,2004,R,Comedy|Drama,Joel Coen,1991,2003,,116 minutes,
1993,3,8,27.27,2004,PG,Comedy,James Lapine,1993,2003,,95 minutes,
1995,19,98,16.24,2003,PG-13,Action and Adventure|Comedy|Western,Barry Sonnenfeld,1999,1999,,107 minutes,Warner Bros. Pictures
1996,96,47,67.13,2003,R,Action and Adventure|Horror|Mystery and Suspense,,2006,2007,"33,886,034",106 minutes,New Line Cinema
1997,10,18,35.71,2002,PG,Comedy|Science Fiction and Fantasy,Steve Barron,1993,2001,,88 minutes,Paramount Vantage
1998,2,0,100.0,2002,G,Classics|Comedy|Drama|Musical and Performing Arts,Gordon Douglas,1962,2004,,111 minutes,
1999,27,19,58.7,2001,PG,Comedy|Drama|Kids and Family|Sports and Fitness,David Mickey Evans,1993,2002,,101 minutes,
2000,18,20,47.37,2007,R,Action and Adventure|Art House and International|Comedy|Drama|Mystery and Suspense,,2001,2003,,94 minutes,Columbia Pictures
